City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Kamaishi,JP,2022-06-16 10:43:24,39.2667,141.8833,63.68,92,91,5.21
292,Ahipara,NZ,2022-06-16 10:43:24,-35.1667,173.1667,54.81,89,26,5.68
293,Coihaique,CL,2022-06-16 10:43:24,-45.5752,-72.0662,42.75,61,40,5.75
294,La Ronge,CA,2022-06-16 10:43:24,55.1001,-105.2842,55.65,94,75,10.36
295,Polonnaruwa,LK,2022-06-16 10:40:51,7.9333,81.0,84.07,66,100,4.34
296,Beloha,MG,2022-06-16 10:43:24,-25.1667,45.05,76.77,50,27,17.67
297,Los Llanos De Aridane,ES,2022-06-16 10:43:25,28.6585,-17.9182,71.35,87,40,9.22
298,Razole,IN,2022-06-16 10:43:25,16.4833,81.8333,90.75,56,91,9.4
299,Fengrun,CN,2022-06-16 10:43:25,39.8333,118.1167,80.35,57,68,6.24
300,Omboue,GA,2022-06-16 10:43:25,-1.5746,9.2618,78.39,71,92,8.57
301,Fort Nelson,CA,2022-06-16 10:43:25,58.8053,-122.7002,56.79,62,75,6.91
302,Hanna,CA,2022-06-16 10:43:25,51.6334,-111.9018,46.85,92,3,5.99
303,Ishigaki,JP,2022-06-16 10:42:34,24.3448,124.1572,80.73,94,75,6.91
304,Longyearbyen,SJ,2022-06-16 10:43:25,78.2186,15.6401,39.04,75,75,9.22
305,Karratha,AU,2022-06-16 10:43:25,-20.7377,116.8463,76.39,53,40,8.19
306,Dinguiraye,GN,2022-06-16 10:43:26,11.3,-10.7167,87.71,46,99,8.41
307,Kununurra,AU,2022-06-16 10:43:26,-15.7667,128.7333,67.98,42,24,3.44
308,Cartagena,CO,2022-06-16 10:43:26,10.3997,-75.5144,76.62,100,40,0.0
309,Baraya,CO,2022-06-16 10:43:26,3.1533,-75.0531,67.26,77,11,3.42
310,Siniscola,IT,2022-06-16 10:43:26,40.5719,9.6922,87.35,40,3,6.64
311,Khandbari,NP,2022-06-16 10:40:03,27.3747,87.2039,76.3,82,84,0.63
312,Grindavik,IS,2022-06-16 10:43:26,63.8424,-22.4338,51.75,71,75,20.71
313,Buala,SB,2022-06-16 10:43:26,-8.145,159.5921,79.56,81,100,7.67
314,General Roca,AR,2022-06-16 10:43:26,-39.0333,-67.5833,37.62,81,2,8.99
315,Ilhabela,BR,2022-06-16 10:43:27,-23.7781,-45.3581,64.33,78,1,3.02
316,Paris,FR,2022-06-16 10:38:32,48.8534,2.3488,82.26,39,0,8.05
317,Gameza,CO,2022-06-16 10:43:27,5.8026,-72.8059,44.17,96,78,2.55
318,Ouallam,NE,2022-06-16 10:43:27,14.3188,2.0866,95.0,38,71,16.13
319,Katangli,RU,2022-06-16 10:43:27,51.7102,143.2326,45.3,96,63,8.41
320,Port Keats,AU,2022-06-16 10:43:27,-14.25,129.55,74.77,29,79,5.66
321,Sale,MA,2022-06-16 10:43:27,34.0389,-6.8166,72.28,88,75,6.91
322,Sibi,PK,2022-06-16 10:43:27,29.5448,67.8764,114.62,15,0,10.09
323,Zeya,RU,2022-06-16 10:43:27,53.75,127.2667,66.9,55,65,3.33
324,Kincardine,GB,2022-06-16 10:43:28,56.0667,-3.7167,70.92,81,100,11.25
325,Ayaviri,PE,2022-06-16 10:43:28,-14.8864,-70.5889,31.71,80,3,5.35
326,Bombay,IN,2022-06-16 10:39:18,19.0144,72.8479,91.38,62,40,10.36
327,Airai,TL,2022-06-16 10:43:28,-8.9266,125.4092,60.08,94,95,3.24
328,Korla,CN,2022-06-16 10:44:28,41.7597,86.1469,101.46,7,100,11.32
329,Camana,PE,2022-06-16 10:44:28,-16.6228,-72.7111,58.89,87,71,7.74
330,Jalu,LY,2022-06-16 10:44:28,29.0331,21.5482,93.49,21,7,6.55
331,Borogontsy,RU,2022-06-16 10:44:28,62.6683,131.1683,55.58,92,66,6.67
332,Varkkallai,IN,2022-06-16 10:44:29,8.7341,76.7067,85.78,76,100,16.8
333,Bonthe,SL,2022-06-16 10:44:29,7.5264,-12.505,82.42,74,97,11.39
334,Liverpool,GB,2022-06-16 10:41:59,53.4106,-2.9779,71.1,57,0,3.44
335,Tanabi,BR,2022-06-16 10:44:29,-20.6264,-49.6492,62.82,55,0,5.55
336,Abu Samrah,SY,2022-06-16 10:44:30,35.3029,37.1841,92.89,20,0,7.14
337,Redlands,US,2022-06-16 10:44:30,34.0556,-117.1825,79.23,65,0,3.44
338,Tromso,NO,2022-06-16 10:44:30,69.6496,18.957,51.82,58,75,8.05
339,Moron,AR,2022-06-16 10:44:30,-34.6534,-58.6198,51.96,97,71,2.1
340,Bathsheba,BB,2022-06-16 10:44:30,13.2167,-59.5167,81.21,74,20,19.57
341,Bud,US,2022-06-16 10:44:30,39.447,-86.1758,80.62,80,88,9.86
342,Oranjemund,NA,2022-06-16 10:44:30,-28.55,16.4333,71.47,26,5,13.96
343,Kenai,US,2022-06-16 10:44:30,60.5544,-151.2583,52.09,77,40,5.75
344,Ismailia,EG,2022-06-16 10:44:30,30.6043,32.2723,87.87,45,0,11.5
345,Carballo,ES,2022-06-16 10:44:31,43.213,-8.691,74.77,75,92,4.7
346,Margate,GB,2022-06-16 10:44:31,51.3813,1.3862,75.11,71,80,9.01
347,Ivanava,BY,2022-06-16 10:44:31,52.1451,25.5365,68.36,54,91,5.77
348,Jennings,US,2022-06-16 10:44:31,38.7192,-90.2604,81.72,79,75,5.75
349,Zambezi,ZM,2022-06-16 10:44:31,-13.5432,23.1047,83.43,21,22,5.84
350,Taltal,CL,2022-06-16 10:44:32,-25.4,-70.4833,52.02,82,39,1.95
351,Treinta Y Tres,UY,2022-06-16 10:44:32,-33.2333,-54.3833,49.5,90,100,4.09
352,Maragogi,BR,2022-06-16 10:44:32,-9.0122,-35.2225,75.88,86,89,13.73
353,Longview,US,2022-06-16 10:44:32,32.5007,-94.7405,78.75,82,0,6.91
354,Honiara,SB,2022-06-16 10:42:18,-9.4333,159.95,77.59,83,100,6.73
355,Skjervoy,NO,2022-06-16 10:44:32,70.0311,20.9714,51.8,79,80,8.32
356,Praia,CV,2022-06-16 10:41:03,14.9215,-23.5087,75.74,78,75,13.8
357,Viedma,AR,2022-06-16 10:44:33,-40.8135,-62.9967,42.33,90,2,9.17
358,Monster,NL,2022-06-16 10:44:33,52.0258,4.175,75.97,51,26,4.0
359,Kirakira,SB,2022-06-16 10:44:33,-10.4544,161.9205,78.96,86,75,8.86
360,Petropavlovsk-Kamchatskiy,RU,2022-06-16 10:44:33,53.0452,158.6483,45.19,100,100,4.47
361,Labuhan,ID,2022-06-16 10:44:33,-6.8844,112.2051,81.27,82,89,9.01
362,Beyneu,KZ,2022-06-16 10:44:33,45.3167,55.2,93.09,14,18,6.06
363,Felanitx,ES,2022-06-16 10:44:33,39.4696,3.1483,98.13,31,95,7.07
364,Waingapu,ID,2022-06-16 10:44:33,-9.6567,120.2641,78.55,77,99,10.87
365,Arman,RU,2022-06-16 10:44:33,59.7,150.1667,46.02,98,100,4.09
366,Eha Amufu,NG,2022-06-16 10:44:33,6.6592,7.7596,83.89,69,94,4.38
367,Severo-Kurilsk,RU,2022-06-16 10:44:34,50.6789,156.125,46.2,93,100,7.72
368,Baghmara,IN,2022-06-16 10:44:34,23.795,86.2085,82.76,65,100,2.57
369,Sistranda,NO,2022-06-16 10:44:34,63.7256,8.834,58.96,91,99,2.66
370,Vila Velha,BR,2022-06-16 10:44:34,-20.3297,-40.2925,63.95,89,40,4.61
371,Straubing,DE,2022-06-16 10:44:34,48.8833,12.5667,79.45,64,74,3.15
372,Lata,PT,2022-06-16 10:44:34,40.1629,-8.3327,82.49,47,100,4.81
373,Iracoubo,GF,2022-06-16 10:44:34,5.4802,-53.2011,76.69,85,28,3.67
374,Suez,EG,2022-06-16 10:44:34,29.9737,32.5263,93.78,28,0,16.75
375,Miramar,US,2022-06-16 10:45:35,25.9873,-80.2323,83.01,84,0,5.75
376,Bitung,ID,2022-06-16 10:45:35,1.4451,125.1824,81.45,81,44,9.73
377,Nacala,MZ,2022-06-16 10:45:35,-14.5428,40.6728,86.34,49,2,6.35
378,Worthing,GB,2022-06-16 10:45:35,50.8145,-0.3713,77.49,70,0,6.91
379,Tutoia,BR,2022-06-16 10:45:35,-2.7619,-42.2744,75.25,82,90,6.02
380,Mitu,CO,2022-06-16 10:45:35,1.1983,-70.1733,66.06,99,63,0.94
381,Valparaiso,CL,2022-06-16 10:45:36,-33.0393,-71.6273,51.48,80,40,3.44
382,Ascension,US,2022-06-16 10:45:36,30.2169,-90.9001,80.08,91,0,0.0
383,Bambanglipuro,ID,2022-06-16 10:45:36,-7.95,110.2833,79.86,83,85,3.2
384,Yerofey Pavlovich,RU,2022-06-16 10:45:36,53.9667,121.9667,68.36,46,79,5.91
385,West Des Moines,US,2022-06-16 10:45:36,41.572,-93.7453,64.51,91,0,1.01
386,Lismore,AU,2022-06-16 10:45:36,-28.8135,153.2773,55.71,93,0,2.73
387,Belaya Gora,RU,2022-06-16 10:45:36,68.5333,146.4167,65.93,39,18,12.91
388,Chapada Dos Guimaraes,BR,2022-06-16 10:45:36,-15.4606,-55.7497,60.46,67,0,4.07
389,Cabo San Lucas,MX,2022-06-16 10:45:36,22.8909,-109.9124,79.61,71,21,10.45
390,Flin Flon,CA,2022-06-16 10:45:37,54.7682,-101.865,52.41,88,64,5.59
391,Garden City,US,2022-06-16 10:45:37,42.3256,-83.331,80.82,80,100,11.5
392,Tarko-Sale,RU,2022-06-16 10:45:37,64.9225,77.785,62.08,91,100,16.73
393,Miguel Hidalgo,MX,2022-06-16 10:45:37,19.4225,-99.2028,58.42,71,100,3.0
394,Deputatskiy,RU,2022-06-16 10:45:37,69.3,139.9,54.09,52,100,3.98
395,Coruripe,BR,2022-06-16 10:45:16,-10.1256,-36.1756,75.58,80,100,12.8
396,Stornoway,GB,2022-06-16 10:45:38,58.2093,-6.3865,54.93,97,100,10.36
397,Lebork,PL,2022-06-16 10:45:38,54.5392,17.7501,67.42,57,100,9.46
398,Lityn,UA,2022-06-16 10:45:38,49.3251,28.0809,68.97,46,33,4.59
399,Marystown,CA,2022-06-16 10:45:38,47.1666,-55.1483,50.86,100,0,1.99
400,Panipat,IN,2022-06-16 10:45:39,29.3889,76.9681,96.24,33,69,12.68
401,Sooke,CA,2022-06-16 10:45:39,48.3746,-123.7276,52.57,95,76,6.91
402,Port Hedland,AU,2022-06-16 10:45:39,-20.3167,118.5667,75.25,57,49,10.36
403,Cidreira,BR,2022-06-16 10:45:40,-30.1811,-50.2056,57.36,83,19,5.57
404,Shingu,JP,2022-06-16 10:45:40,33.7333,135.9833,70.92,93,100,5.68
405,Lago Da Pedra,BR,2022-06-16 10:45:40,-4.3333,-45.1667,73.36,83,68,5.44
406,Luganville,VU,2022-06-16 10:45:40,-15.5333,167.1667,77.27,90,100,16.53
407,Yarim,YE,2022-06-16 10:45:40,14.298,44.3779,75.67,25,33,5.86
408,Dudinka,RU,2022-06-16 10:45:40,69.4058,86.1778,73.4,48,100,8.57
409,Dzhebariki-Khaya,RU,2022-06-16 10:45:40,62.2167,135.8,59.45,82,64,1.52
410,Batticaloa,LK,2022-06-16 10:45:40,7.7102,81.6924,82.69,72,100,7.14
411,San Quintin,MX,2022-06-16 10:45:40,30.4833,-115.95,59.31,88,0,3.24
412,Jalandhar,IN,2022-06-16 10:45:41,31.3256,75.5792,112.69,15,11,8.12
413,Mirnyy,RU,2022-06-16 10:45:41,62.5353,113.9611,66.24,52,97,7.0
414,Popondetta,PG,2022-06-16 10:45:41,-8.7537,148.2534,72.48,98,97,3.06
415,Rio Cuarto,AR,2022-06-16 10:45:41,-33.1307,-64.3499,43.47,70,0,6.91
416,Comarapa,BO,2022-06-16 10:45:41,-17.9,-64.4833,43.18,93,6,3.53
417,Vao,NC,2022-06-16 10:45:41,-22.6667,167.4833,74.68,83,98,23.51
418,Tazovskiy,RU,2022-06-16 10:45:41,67.4667,78.7,59.27,76,100,13.33
419,Avarua,CK,2022-06-16 10:45:41,-21.2078,-159.775,71.65,88,16,3.44
420,Susanville,US,2022-06-16 10:45:41,40.4163,-120.653,58.84,33,0,3.94
421,Aligudarz,IR,2022-06-16 10:45:42,33.4006,49.6949,87.96,7,0,8.16
422,Tual,ID,2022-06-16 10:46:42,-5.6667,132.75,82.85,76,79,11.1
423,Aswan,EG,2022-06-16 10:46:42,24.0934,32.907,103.3,15,0,6.91
424,Dongkan,CN,2022-06-16 10:46:42,33.9997,119.8308,76.82,63,41,9.82
425,Natal,BR,2022-06-16 10:44:23,-5.795,-35.2094,77.22,88,20,6.91
426,Cockburn Town,TC,2022-06-16 10:46:42,21.4612,-71.1419,81.68,77,71,15.19
427,Novyy Urengoy,RU,2022-06-16 10:45:44,66.0833,76.6333,68.67,48,100,22.41
428,Kaeo,NZ,2022-06-16 10:46:43,-35.1,173.7833,49.32,94,0,5.19
429,Kokopo,PG,2022-06-16 10:46:43,-4.352,152.2633,77.76,82,100,3.15
430,Trincomalee,LK,2022-06-16 10:46:43,8.5711,81.2335,84.87,72,100,11.03
431,Tamiahua,MX,2022-06-16 10:46:43,21.2667,-97.45,76.17,87,62,6.08
432,Okhotsk,RU,2022-06-16 10:46:21,59.3833,143.3,43.9,94,68,7.31
433,Port Macquarie,AU,2022-06-16 10:46:24,-31.4333,152.9167,53.89,77,20,5.73
434,Iguatemi,BR,2022-06-16 10:46:43,-23.6803,-54.5611,59.16,87,2,5.08
435,Alta Floresta,BR,2022-06-16 10:46:43,-9.8756,-56.0861,71.1,80,14,1.77
436,Kuryk,KZ,2022-06-16 10:46:44,43.2,51.65,85.82,39,21,10.58
437,Lincoln,US,2022-06-16 10:46:44,40.8,-96.667,63.55,90,0,1.01
438,Makakilo City,US,2022-06-16 10:46:44,21.3469,-158.0858,73.72,83,100,9.22
439,Odweyne,SO,2022-06-16 10:46:44,9.4092,45.064,89.56,28,79,22.1
440,Humboldt,US,2022-06-16 10:46:44,40.6665,-123.9178,46.6,80,100,0.94
441,Belmonte,BR,2022-06-16 10:46:32,-15.8631,-38.8828,72.39,76,89,7.9
442,Rawson,AR,2022-06-16 10:46:44,-43.3002,-65.1023,42.31,73,0,10.33
443,Igarka,RU,2022-06-16 10:46:44,67.4667,86.5833,65.1,79,100,1.97
444,Thunder Bay,CA,2022-06-16 10:46:44,48.4001,-89.3168,49.28,100,100,4.61
445,Ashqelon,IL,2022-06-16 10:46:45,31.6693,34.5715,89.8,60,0,15.08
446,Nouakchott,MR,2022-06-16 10:46:45,18.0858,-15.9785,87.73,65,67,17.09
447,Penzance,GB,2022-06-16 10:46:45,50.1186,-5.5371,69.12,64,0,9.22
448,Chandbali,IN,2022-06-16 10:46:46,20.7833,86.7667,90.37,59,100,24.58
449,Waipawa,NZ,2022-06-16 10:46:46,-41.4122,175.5153,53.51,66,55,15.32
450,Roebourne,AU,2022-06-16 10:46:46,-20.7833,117.1333,76.55,54,35,8.08
451,Singkawang,ID,2022-06-16 10:46:46,0.9,109.0,77.4,90,100,5.97
452,Lakselv,NO,2022-06-16 10:46:46,70.0513,24.9718,44.42,76,75,18.41
453,Cubuk,TR,2022-06-16 10:46:46,40.2386,33.0322,75.76,46,40,3.44
454,Acarau,BR,2022-06-16 10:46:46,-2.8856,-40.12,77.0,78,55,9.53
455,Barcelos,PT,2022-06-16 10:46:46,41.5388,-8.6151,73.85,63,100,1.21
456,Fuxin,CN,2022-06-16 10:46:46,42.0156,121.6589,74.3,72,57,8.63
457,Cabedelo,BR,2022-06-16 10:45:32,-6.9811,-34.8339,75.87,69,18,7.58
458,Kahului,US,2022-06-16 10:46:47,20.8947,-156.47,75.85,75,0,13.8
459,Hanting,CN,2022-06-16 10:46:42,36.7708,119.2108,81.21,54,74,15.95
460,Minab,IR,2022-06-16 10:46:47,27.1467,57.0801,106.12,26,5,9.22
461,Rio Grande,BR,2022-06-16 10:46:47,-32.035,-52.0986,39.31,85,40,6.08
462,Zugdidi,GE,2022-06-16 10:46:32,42.5088,41.8709,77.77,54,76,7.23
463,Kalmunai,LK,2022-06-16 10:46:47,7.4167,81.8167,81.05,78,100,6.87
464,Huilong,CN,2022-06-16 10:45:20,31.8111,121.655,74.97,81,69,9.89
465,Anadyr,RU,2022-06-16 10:46:47,64.75,177.4833,46.9,87,0,11.18
466,Syracuse,IT,2022-06-16 10:46:47,37.0881,15.2792,89.19,60,18,5.79
467,Victoria Point,AU,2022-06-16 10:46:48,-27.5833,153.3,61.61,88,0,7.74
468,Zyryanka,RU,2022-06-16 10:46:48,65.75,150.85,63.68,54,82,6.67
469,Port Lincoln,AU,2022-06-16 10:47:48,-34.7333,135.8667,58.59,60,97,4.41
470,Cotonou,BJ,2022-06-16 10:47:48,6.3654,2.4183,80.58,78,20,8.05
471,Laguna,US,2022-06-16 10:47:48,38.421,-121.4238,64.02,60,0,6.91
472,Goderich,CA,2022-06-16 10:47:48,43.7501,-81.7165,73.72,73,100,14.97
473,Harwich,GB,2022-06-16 10:47:48,51.9419,1.2844,77.34,59,58,8.61
474,Zwiesel,DE,2022-06-16 10:47:49,49.0167,13.2333,76.68,52,49,5.03
475,Montanha,BR,2022-06-16 10:47:49,-18.1269,-40.3633,65.48,82,51,4.56
476,Richards Bay,ZA,2022-06-16 10:45:11,-28.783,32.0377,63.27,46,1,12.8
477,Namibe,AO,2022-06-16 10:47:49,-15.1961,12.1522,68.63,83,0,0.0
478,Pangoa,PE,2022-06-16 10:47:49,-12.1167,-73.0,58.95,89,5,2.86
479,Oussouye,SN,2022-06-16 10:47:49,12.485,-16.5469,84.29,62,99,10.8
480,Plettenberg Bay,ZA,2022-06-16 10:47:49,-34.0527,23.3716,59.45,40,78,5.12
481,Vaxjo,SE,2022-06-16 10:47:49,56.8777,14.8091,64.45,55,75,10.36
482,Marshfield,US,2022-06-16 10:47:49,44.6689,-90.1718,59.88,94,0,9.22
483,Tiznit,MA,2022-06-16 10:47:49,29.5833,-9.5,82.33,34,14,5.53
484,Port-Gentil,GA,2022-06-16 10:47:50,-0.7193,8.7815,80.56,69,40,13.8
485,Mount Gambier,AU,2022-06-16 10:47:50,-37.8333,140.7667,49.01,95,88,2.62
486,Ust-Maya,RU,2022-06-16 10:47:50,60.4167,134.5333,58.1,89,69,2.77
487,Darhan,MN,2022-06-16 10:47:50,49.4867,105.9228,72.16,66,99,6.33
488,Kavaratti,IN,2022-06-16 10:47:50,10.5669,72.642,82.98,70,99,18.48
489,Broken Hill,AU,2022-06-16 10:47:50,-31.95,141.4333,57.15,58,99,6.82
490,Praya,CV,2022-06-16 10:43:02,14.9215,-23.5087,75.74,78,75,13.8
491,Lorengau,PG,2022-06-16 10:45:52,-2.0226,147.2712,82.11,73,28,7.92
492,Yar-Sale,RU,2022-06-16 10:47:50,66.8333,70.8333,67.32,34,5,20.76
493,Parana,AR,2022-06-16 10:47:50,-31.732,-60.5238,55.54,93,100,2.04
494,Bossangoa,CF,2022-06-16 10:47:51,6.4926,17.4552,82.76,62,98,5.46
495,Bonavista,CA,2022-06-16 10:47:51,48.6499,-53.1147,49.42,76,0,9.26
496,Trebisacce,IT,2022-06-16 10:47:51,39.8708,16.5312,84.99,27,16,7.83
497,Srednekolymsk,RU,2022-06-16 10:47:51,67.45,153.6833,59.79,25,17,12.77
498,Kovdor,RU,2022-06-16 10:47:52,67.5662,30.4758,44.37,94,100,15.88
499,Asau,RO,2022-06-16 10:47:13,46.4333,26.4,72.52,43,24,4.85
500,Tabuk,PH,2022-06-16 10:47:52,17.4189,121.4443,79.23,84,96,1.88
501,Sabzevar,IR,2022-06-16 10:47:52,36.2126,57.6819,97.88,19,20,4.61
502,Male,MV,2022-06-16 10:46:08,4.1748,73.5089,87.75,74,75,11.5
503,Birjand,IR,2022-06-16 10:47:52,32.8663,59.2211,102.67,3,20,16.11
504,Palmer,US,2022-06-16 10:47:52,42.1584,-72.3287,65.77,81,75,5.75
505,Waynesville,US,2022-06-16 10:47:53,35.4887,-82.9887,72.73,86,12,1.01
506,Muroto,JP,2022-06-16 10:47:53,33.2833,134.15,73.44,91,100,12.33
507,Verkhnyaya Inta,RU,2022-06-16 10:47:53,65.9811,60.3094,69.6,39,100,5.95
508,Sabang,ID,2022-06-16 10:47:53,5.8933,95.3214,82.44,72,100,4.99
509,Banda Aceh,ID,2022-06-16 10:47:53,5.5577,95.3222,82.65,75,99,2.06
510,Gao,ML,2022-06-16 10:47:53,16.6362,1.637,95.77,30,94,20.65
511,Khanpur,PK,2022-06-16 10:47:53,28.6453,70.6567,113.18,15,0,17.09
512,Vakhsh,TJ,2022-06-16 10:47:54,37.7149,68.8346,98.82,22,40,2.24
513,Oranjestad,AW,2022-06-16 10:47:54,12.524,-70.027,80.35,87,46,24.16
514,Otjimbingwe,NA,2022-06-16 10:47:54,-22.35,16.1333,76.62,17,0,6.15
515,Najran,SA,2022-06-16 10:47:54,17.4924,44.1277,101.05,10,45,13.78
516,Riyadh,SA,2022-06-16 10:48:51,24.6877,46.7219,107.74,7,0,12.41
517,Ostrovnoy,RU,2022-06-16 10:48:54,68.0531,39.5131,41.99,95,100,21.65
518,Orlovskiy,RU,2022-06-16 10:48:54,46.8714,42.0592,76.53,48,72,14.99
519,Nitra,SK,2022-06-16 10:48:54,48.3076,18.0845,81.59,46,21,8.99
520,Kuminskiy,RU,2022-06-16 10:48:54,58.6667,66.5667,75.11,41,59,7.38
521,Morondava,MG,2022-06-16 10:48:55,-20.2833,44.2833,78.71,61,0,11.34
522,Dwarka,IN,2022-06-16 10:48:55,22.2394,68.9678,87.67,72,55,16.15
523,Bagdarin,RU,2022-06-16 10:48:55,54.4333,113.6,66.96,62,63,3.71
524,Vetlanda,SE,2022-06-16 10:48:56,57.4289,15.0776,70.02,36,64,5.97
525,Ust-Ilimsk,RU,2022-06-16 10:48:56,58.0006,102.6619,79.07,43,99,4.74
526,Villazon,BO,2022-06-16 10:48:56,-22.0866,-65.5942,28.26,24,29,1.88
527,Ukiah,US,2022-06-16 10:48:56,39.1502,-123.2078,54.03,76,0,3.44
528,Mount Isa,AU,2022-06-16 10:48:56,-20.7333,139.5,65.97,37,5,8.05
529,Urdoma,RU,2022-06-16 10:48:56,61.7533,48.5442,70.38,47,100,12.77
530,Eyl,SO,2022-06-16 10:48:56,7.9803,49.8164,93.96,41,40,24.36
531,Suffolk,US,2022-06-16 10:48:56,40.8668,-72.7996,67.15,87,100,3.44
532,Sitka,US,2022-06-16 10:45:49,57.0531,-135.33,51.69,76,0,0.0
533,Polovinnoye,RU,2022-06-16 10:48:57,54.7914,65.9864,76.26,44,13,11.72
534,Potchefstroom,ZA,2022-06-16 10:47:32,-26.7167,27.1,52.52,23,1,4.07
535,Mahajanga,MG,2022-06-16 10:48:57,-15.7167,46.3167,87.82,51,20,8.05
536,Rush,IE,2022-06-16 10:48:57,53.5223,-6.0931,70.38,60,75,4.61
537,Vestmanna,FO,2022-06-16 10:48:57,62.1564,-7.1664,52.72,76,100,9.22
538,Shelburne,CA,2022-06-16 10:48:57,44.0787,-80.2041,74.19,95,100,13.33
539,Berlevag,NO,2022-06-16 10:48:57,70.8578,29.0864,41.0,81,75,10.36
540,Eucaliptus,BO,2022-06-16 10:48:57,-17.5833,-67.5167,31.3,64,0,3.91
541,Cody,US,2022-06-16 10:48:57,44.5263,-109.0565,52.02,46,0,6.91
542,Hambantota,LK,2022-06-16 10:47:02,6.1241,81.1185,75.54,100,75,12.66
543,Calama,CL,2022-06-16 10:46:03,-22.4667,-68.9333,32.49,32,0,12.66
544,Hay River,CA,2022-06-16 10:48:58,60.8156,-115.7999,46.38,87,100,6.91
545,Kjollefjord,NO,2022-06-16 10:48:58,70.9457,27.3465,40.82,81,75,9.22
546,Cerro Largo,BR,2022-06-16 10:48:58,-28.1486,-54.7381,55.92,91,47,4.76
547,Loukhi,RU,2022-06-16 10:48:58,66.0764,33.0381,49.42,96,100,9.1
548,Tura,IN,2022-06-16 10:48:58,25.5198,90.2201,78.08,89,100,7.81
549,Nabire,ID,2022-06-16 10:48:58,-3.3667,135.4833,78.44,86,99,1.16
550,Pochutla,MX,2022-06-16 10:48:58,15.7432,-96.4661,72.14,88,100,3.24
551,Bridlington,GB,2022-06-16 10:48:59,54.0831,-0.1919,73.89,73,79,2.42
552,Yerbogachen,RU,2022-06-16 10:48:59,61.2767,108.0108,71.24,53,71,8.97
553,Komsomolskiy,UZ,2022-06-16 10:48:59,40.4272,71.7189,93.92,17,6,6.91
554,Marzuq,YE,2022-06-16 10:48:59,14.4,46.4667,94.75,20,2,12.03
555,Kuito,AO,2022-06-16 10:46:56,-12.3833,16.9333,77.14,65,0,8.05
556,Maungaturoto,NZ,2022-06-16 10:49:00,-36.1,174.3667,55.67,93,1,4.45
557,Joshimath,IN,2022-06-16 10:49:00,30.5667,79.5667,75.38,66,88,2.17
558,Paarl,ZA,2022-06-16 10:49:00,-33.7338,18.9752,64.02,38,55,4.34
559,Lydenburg,ZA,2022-06-16 10:49:00,-25.0978,30.4597,58.41,16,0,4.59
560,Kungurtug,RU,2022-06-16 10:49:00,50.5994,97.5228,70.88,51,80,1.77
561,Ewo,CG,2022-06-16 10:49:00,-0.8725,14.8206,89.44,46,92,4.5
562,Adrar,MR,2022-06-16 10:45:31,20.5022,-10.0711,103.62,6,4,17.38
563,Itarema,BR,2022-06-16 10:45:54,-2.9248,-39.9167,77.52,78,52,11.27
564,Westport,US,2022-06-16 10:50:00,41.1415,-73.3579,67.08,86,75,6.91
565,Kirando,TZ,2022-06-16 10:50:01,-7.4167,30.6,81.43,48,36,9.24
566,Rapid City,US,2022-06-16 10:50:01,44.0805,-103.231,54.32,66,0,9.22
567,Bilibino,RU,2022-06-16 10:50:01,68.0546,166.4372,47.61,44,0,6.29
568,Menongue,AO,2022-06-16 10:50:01,-14.6585,17.691,80.28,19,61,5.03
569,Bullhead City,US,2022-06-16 10:50:01,35.1478,-114.5683,87.22,11,0,3.0
