City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Pochutla,MX,15.7432,-96.4661,82.22,75,100,2.8,overcast clouds
346,Umiray,PH,15.2206,121.4111,81.48,82,73,3.33,broken clouds
347,Coquimbo,CL,-29.9533,-71.3436,58.73,67,40,3.44,scattered clouds
348,Skovorodino,RU,53.9833,123.9167,54.75,63,50,3.22,scattered clouds
349,Nago,JP,26.5881,127.9761,75.63,89,100,6.58,moderate rain
350,Lebanon,US,36.2081,-86.2911,92.53,64,1,4.97,clear sky
351,Bosaso,SO,11.2842,49.1816,91.44,46,93,2.98,overcast clouds
352,Campoverde,PE,-8.4753,-74.8058,82.09,46,3,1.5,clear sky
353,Harper,LR,4.375,-7.7169,74.62,93,100,10.56,moderate rain
354,Iisalmi,FI,63.5592,27.1907,46.98,97,100,11.01,overcast clouds
355,Kuah,MY,6.3265,99.8432,82.38,83,20,2.3,few clouds
356,Nouadhibou,MR,20.931,-17.0347,76.98,65,3,23.02,sand
357,Rock Sound,BS,24.9,-76.2,80.74,71,98,8.66,overcast clouds
358,Porto Velho,BR,-8.7619,-63.9039,86.05,62,40,3.44,scattered clouds
359,Nortelandia,BR,-14.4547,-56.8028,91.47,39,0,7.29,clear sky
360,Tilichiki,RU,60.4667,166.1,41.74,95,99,5.79,overcast clouds
361,Umm Lajj,SA,25.0213,37.2685,84.18,66,0,7.72,clear sky
362,Puerto Carreno,CO,6.189,-67.4859,80.58,78,40,4.61,scattered clouds
363,Yar-Sale,RU,66.8333,70.8333,57.88,44,1,16.35,clear sky
364,Belaya Gora,RU,68.5333,146.4167,51.75,57,14,12.82,few clouds
365,Airai,TL,-8.9266,125.4092,59.27,93,66,4.0,broken clouds
366,Ixtapa,MX,20.7,-105.2,80.22,89,100,3.44,overcast clouds
367,Viedma,AR,-40.8135,-62.9967,56.05,44,0,22.62,clear sky
368,Komsomolskiy,UZ,40.4272,71.7189,79.52,36,40,9.22,scattered clouds
369,Kindersley,CA,51.4668,-109.1682,59.02,77,40,14.97,scattered clouds
370,Abnub,EG,27.2696,31.1511,97.02,18,0,17.76,clear sky
371,Aracati,BR,-4.5617,-37.7697,86.63,49,72,9.26,broken clouds
372,Jinchang,CN,38.4953,102.1739,81.63,15,91,4.5,overcast clouds
373,Bitkine,TD,11.9801,18.2138,90.82,35,49,5.1,light rain
374,Pizarro,CO,4.9533,-77.366,80.67,78,30,4.36,light rain
375,Vardo,NO,70.3705,31.1107,42.78,81,75,14.97,broken clouds
376,Contamana,PE,-7.3333,-75.0167,88.83,43,6,1.1,clear sky
377,Palmas Bellas,PA,9.2319,-80.0867,87.26,73,44,4.83,scattered clouds
378,Boa Vista,BR,2.8197,-60.6733,80.58,78,75,5.75,broken clouds
379,Tieli,CN,46.95,128.05,57.96,97,100,6.76,overcast clouds
380,Ciudad Ojeda,VE,10.1964,-71.3082,86.5,66,100,5.77,overcast clouds
381,Canutama,BR,-6.5339,-64.3831,82.08,78,32,3.71,scattered clouds
382,Rundu,NA,-17.9333,19.7667,69.49,25,0,4.0,clear sky
383,Peniche,PT,39.3558,-9.3811,78.57,48,77,6.8,broken clouds
384,Asau,RO,46.4333,26.4,76.12,66,84,2.66,broken clouds
385,Nanortalik,GL,60.1432,-45.2371,40.6,77,12,4.41,few clouds
386,Acapulco,MX,16.8634,-99.8901,76.82,88,75,6.91,broken clouds
387,Zhigansk,RU,66.7697,123.3711,49.82,48,90,21.03,overcast clouds
388,Baijiantan,CN,45.6333,85.1833,78.19,35,100,11.21,overcast clouds
389,Liberty,US,31.8335,-81.5004,90.05,70,20,5.75,few clouds
390,Tokonou,GN,9.65,-9.7833,79.59,79,98,3.6,light rain
391,San Andres,CO,12.5847,-81.7006,84.22,79,75,8.05,broken clouds
392,Goundam,ML,16.4145,-3.6708,106.45,18,21,13.29,few clouds
393,Andreyevo,RU,55.9465,41.1505,63.45,63,60,3.49,broken clouds
394,Ponta Delgada,PT,37.7333,-25.6667,66.92,88,75,14.97,broken clouds
395,Vuktyl,RU,63.8567,57.3094,73.78,39,48,3.89,scattered clouds
396,Khasan,RU,42.4308,130.6434,56.88,94,61,2.15,broken clouds
397,Antigonish,CA,45.6169,-61.9986,77.14,49,3,4.0,clear sky
398,Christchurch,NZ,-43.5333,172.6333,46.9,76,100,4.61,overcast clouds
399,Bundibugyo,UG,0.7414,30.0417,73.89,70,58,2.75,broken clouds
400,Namatanai,PG,-3.6667,152.4333,77.74,84,85,7.65,moderate rain
401,Khatanga,RU,71.9667,102.5,67.26,32,78,12.57,broken clouds
402,Novosheshminsk,RU,55.0651,51.2338,65.12,85,100,5.57,overcast clouds
403,Nabire,ID,-3.3667,135.4833,75.56,94,93,2.17,overcast clouds
404,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,69,40,8.59,scattered clouds
405,Kathu,TH,7.9178,98.3332,86.7,99,100,2.21,overcast clouds
406,Naze,JP,28.3667,129.4833,72.52,88,100,6.42,overcast clouds
407,Leningradskiy,RU,69.3833,178.4167,33.37,92,97,9.64,overcast clouds
408,Urumqi,CN,43.801,87.6005,65.35,73,100,4.47,overcast clouds
409,Belyy Yar,RU,53.6039,91.3903,66.09,52,0,8.95,clear sky
410,Jalu,LY,29.0331,21.5482,95.23,17,24,10.31,few clouds
411,Tshane,BW,-24.0196,21.8684,58.01,19,0,6.71,clear sky
412,Nanpara,IN,27.8667,81.5,89.28,51,71,12.12,broken clouds
413,Berdigestyakh,RU,62.0989,126.6992,47.82,83,48,4.94,scattered clouds
414,Vestmanna,FO,62.1564,-7.1664,52.72,71,100,10.36,overcast clouds
415,Aljezur,PT,37.3191,-8.8033,70.54,68,96,8.43,overcast clouds
416,Morondava,MG,-20.2833,44.2833,75.72,68,0,13.98,clear sky
417,San Jose,US,37.3394,-121.895,67.91,63,20,4.61,few clouds
418,Mareeba,AU,-17.0,145.4333,68.72,98,69,2.37,broken clouds
419,Tual,ID,-5.6667,132.75,82.26,78,33,13.29,scattered clouds
420,Springdale,US,36.1867,-94.1288,87.51,72,0,13.8,clear sky
421,Bengkulu,ID,-3.8004,102.2655,77.31,88,100,4.18,overcast clouds
422,Hamilton,US,39.1834,-84.5333,91.08,66,0,16.11,clear sky
423,Kutno,PL,52.2306,19.3641,68.56,58,100,5.64,overcast clouds
424,Bastrop,US,32.7562,-91.8724,89.28,74,1,0.81,clear sky
425,Severodvinsk,RU,64.5635,39.8302,64.51,90,96,9.19,light rain
426,Mehamn,NO,71.0357,27.8492,40.95,87,100,6.91,overcast clouds
427,Nuuk,GL,64.1835,-51.7216,39.81,81,75,9.22,broken clouds
428,Tim,RU,51.6222,37.1244,61.83,79,36,7.31,light rain
429,Kindu,CD,-2.95,25.95,83.03,52,86,2.33,overcast clouds
430,Kropotkin,RU,45.4375,40.5756,72.88,55,28,4.54,scattered clouds
431,Minuri,PH,16.535,121.8574,75.88,92,100,2.71,overcast clouds
432,Emmen,NL,52.7792,6.9069,75.85,50,11,8.01,few clouds
433,Jiuquan,CN,39.7432,98.5174,76.86,14,66,3.0,broken clouds
434,Matagami,CA,49.7502,-77.6328,71.71,83,100,11.5,overcast clouds
435,Kirkwall,GB,58.9848,-2.9587,57.25,88,75,6.91,light intensity drizzle
436,Juneau,US,58.3019,-134.4197,61.11,84,20,0.0,few clouds
437,Cherskiy,RU,68.75,161.3,42.94,54,65,7.18,broken clouds
438,Avon Park,US,27.5959,-81.5062,91.9,57,47,6.89,scattered clouds
439,Gulfport,US,30.3674,-89.0928,91.45,69,20,4.61,haze
440,Praia,CV,14.9215,-23.5087,84.74,51,20,14.97,few clouds
441,Pinheiro Machado,BR,-31.5783,-53.3811,60.93,72,100,3.69,overcast clouds
442,Oktyabrskiy,RU,54.4815,53.471,67.46,82,90,5.21,overcast clouds
443,Kansanshi,ZM,-12.0951,26.4273,64.69,37,33,3.49,scattered clouds
444,Port Blair,IN,11.6667,92.75,80.64,83,40,2.3,mist
445,Rawson,AR,-43.3002,-65.1023,51.75,45,2,19.69,clear sky
446,Karoi,ZW,-16.8099,29.6925,64.29,41,3,1.12,clear sky
447,Peterhead,GB,57.5058,-1.7981,63.45,81,99,15.73,light rain
448,Touros,BR,-5.1989,-35.4608,84.4,53,10,13.09,clear sky
449,Port Augusta,AU,-32.5,137.7667,55.89,64,77,4.21,broken clouds
450,Kayiry,UA,46.9454,33.7059,72.27,43,67,7.02,broken clouds
451,Sao Filipe,CV,14.8961,-24.4956,74.75,81,99,8.08,overcast clouds
452,Brae,GB,60.3964,-1.353,56.62,77,99,8.77,overcast clouds
453,Westport,US,41.1415,-73.3579,70.45,83,100,8.05,overcast clouds
454,Sanary-Sur-Mer,FR,43.1178,5.8001,94.91,75,9,5.01,clear sky
455,Mahanje,TZ,-9.9333,35.3333,67.01,73,75,3.11,broken clouds
456,Aranos,NA,-24.1333,19.1167,61.81,20,0,7.16,clear sky
457,Chivay,PE,-15.6383,-71.6011,53.29,29,1,5.41,clear sky
458,Bardiyah,LY,31.7561,25.0865,78.49,61,0,14.5,clear sky
459,Belmonte,BR,-15.8631,-38.8828,76.89,55,47,10.25,scattered clouds
460,Antibes,FR,43.5624,7.1278,87.84,61,20,5.75,few clouds
461,Road Town,VG,18.4167,-64.6167,84.29,79,40,10.36,scattered clouds
462,Moerai,PF,-22.4333,-151.3333,75.31,72,66,10.56,broken clouds
463,Kirsanov,RU,52.6549,42.7224,63.9,80,96,1.54,light rain
464,West Wendover,US,40.7391,-114.0733,65.41,22,0,6.91,clear sky
465,Beringovskiy,RU,63.05,179.3167,40.17,89,42,9.95,scattered clouds
466,Jishou,CN,28.3167,109.7167,71.06,73,100,0.67,overcast clouds
467,Tura,IN,25.5198,90.2201,73.33,98,100,9.13,overcast clouds
468,Nemuro,JP,43.3236,145.575,53.71,98,88,13.38,overcast clouds
469,Omboue,GA,-1.5746,9.2618,76.57,74,86,9.19,overcast clouds
470,Lasem,ID,-6.6922,111.4527,78.76,87,97,6.08,overcast clouds
471,Vao,NC,-22.6667,167.4833,75.22,85,100,24.99,overcast clouds
472,Marrakesh,MA,31.6315,-8.0083,89.67,45,75,5.75,broken clouds
473,Atasu,KZ,48.6814,71.6433,68.09,37,27,7.96,scattered clouds
474,Joshimath,IN,30.5667,79.5667,66.96,77,81,3.02,broken clouds
475,North Platte,US,41.1239,-100.7654,77.11,44,0,15.99,clear sky
476,Quepos,CR,9.4236,-84.1652,80.62,76,100,2.08,overcast clouds
477,Menongue,AO,-14.6585,17.691,72.72,28,19,2.3,few clouds
478,Gbadolite,CD,4.2833,21.0167,83.19,71,94,1.54,overcast clouds
479,Vitim,RU,59.4511,112.5578,60.37,63,56,3.87,broken clouds
480,Marsabit,KE,2.3284,37.9899,73.53,38,46,16.91,scattered clouds
481,Noumea,NC,-22.2763,166.4572,75.99,99,100,8.95,overcast clouds
482,Henties Bay,NA,-22.116,14.2845,61.93,69,0,8.08,clear sky
483,Rio Gallegos,AR,-51.6226,-69.2181,39.25,87,75,20.71,broken clouds
484,Chumikan,RU,54.7183,135.315,35.47,99,100,1.9,overcast clouds
485,Sao Joaquim,BR,-28.2939,-49.9317,64.17,52,3,4.9,clear sky
486,Tevriz,RU,57.509,72.4042,55.76,81,80,2.17,broken clouds
487,Cayenne,GF,4.9333,-52.3333,83.08,1,100,2.3,moderate rain
488,Kansk,RU,56.2017,95.7175,60.4,93,100,3.91,light rain
489,Comendador,DO,18.8775,-71.7028,85.1,49,100,5.84,overcast clouds
490,Dubrovka,RU,53.6907,33.5071,60.84,80,100,7.67,light rain
491,Tralee,IE,52.2704,-9.7026,70.05,56,0,10.36,clear sky
492,Davila,PH,18.4726,120.5763,80.58,78,91,5.41,overcast clouds
493,Novyy Urengoy,RU,66.0833,76.6333,62.67,52,100,18.72,overcast clouds
494,Loandjili,CG,-4.7561,11.8578,78.91,65,40,10.36,scattered clouds
495,Obihiro,JP,42.9172,143.2044,58.37,94,79,3.04,broken clouds
496,Kargil,IN,34.5667,76.1,52.81,51,98,9.71,overcast clouds
497,Doha,QA,25.2867,51.5333,105.78,16,0,16.11,clear sky
498,Sampit,ID,-2.5333,112.95,73.92,98,96,1.32,moderate rain
499,Bagdarin,RU,54.4333,113.6,56.26,82,55,1.3,light rain
500,Calafell,ES,41.2,1.5683,101.25,63,98,7.16,overcast clouds
501,Moindou,NC,-21.6924,165.677,74.84,85,97,7.52,overcast clouds
502,Waterlooville,GB,50.8807,-1.0304,82.2,62,85,5.01,overcast clouds
503,Maceio,BR,-9.6658,-35.7353,72.84,88,75,6.91,mist
504,Kargopol,RU,61.5071,38.9456,59.47,64,18,9.24,few clouds
505,Makakilo City,US,21.3469,-158.0858,74.01,78,0,8.05,clear sky
506,Madang,PG,-5.2246,145.7966,77.29,88,98,3.31,overcast clouds
507,Ambunti,PG,-4.2365,142.8448,73.74,98,90,1.99,light rain
508,Hwange,ZW,-18.3693,26.5019,70.61,29,3,2.44,clear sky
509,Schwerin,DE,53.6294,11.4132,71.22,62,9,5.99,clear sky
510,Kosonsoy,UZ,41.2561,71.5508,75.76,69,86,10.56,overcast clouds
511,Whitehorse,CA,60.7161,-135.0538,58.8,71,20,1.01,few clouds
512,Aitape,PG,-3.1374,142.3475,77.95,87,89,4.72,moderate rain
513,Manta,EC,-0.95,-80.7333,76.78,78,75,8.05,broken clouds
514,Porto Walter,BR,-8.2686,-72.7439,86.72,52,38,2.42,scattered clouds
515,Loudi,CN,27.7344,111.9944,70.14,83,100,1.21,overcast clouds
516,Nushki,PK,29.5542,66.0215,91.33,6,0,5.55,clear sky
517,Vengurla,IN,15.8667,73.6333,80.28,83,100,4.76,overcast clouds
518,Chapais,CA,49.7834,-74.8492,69.58,85,94,11.18,overcast clouds
519,Kamenka,RU,51.3223,42.7678,62.51,86,77,5.21,light rain
520,Benavente,ES,42.0025,-5.6783,93.0,20,63,15.3,broken clouds
521,Zaranj,AF,30.9667,61.8833,105.76,7,0,10.09,clear sky
522,Bintulu,MY,3.1667,113.0333,79.21,88,40,8.05,thunderstorm
523,Halifax,CA,44.6453,-63.5724,77.34,42,40,4.61,scattered clouds
524,Kralendijk,BQ,12.15,-68.2667,87.78,66,75,21.85,broken clouds
525,Dasoguz,TM,41.8363,59.9666,91.35,17,0,11.5,clear sky
526,Bodden Town,KY,19.2833,-81.25,86.0,76,20,14.97,few clouds
527,Houma,US,29.5958,-90.7195,90.0,75,0,11.5,clear sky
528,Sukhobuzimskoye,RU,56.5,93.2728,59.76,96,100,10.16,light rain
529,Bekhteyevka,RU,50.8072,37.2085,72.5,75,28,5.97,light rain
530,Bonthe,SL,7.5264,-12.505,82.33,75,96,12.15,light rain
531,Krasne,UA,49.9145,24.6134,70.86,55,77,3.71,broken clouds
532,Riyadh,SA,24.6877,46.7219,105.94,8,12,11.34,few clouds
533,Longkou,CN,37.6508,120.3286,69.89,84,58,15.93,broken clouds
534,Itupiranga,BR,-5.1347,-49.3267,88.12,49,57,5.14,broken clouds
535,Surgut,RU,61.25,73.4167,59.18,82,40,8.99,light intensity shower rain
536,Nichinan,JP,31.6,131.3667,72.34,88,100,5.12,overcast clouds
537,Oxford,GB,51.7522,-1.256,81.5,33,0,8.05,clear sky
538,Dombarovskiy,RU,50.7587,59.5386,73.0,43,2,8.01,clear sky
539,Mojo,ET,8.6,39.1167,78.31,21,89,9.22,overcast clouds
540,Tondano,ID,1.3038,124.9112,68.09,91,14,1.52,few clouds
541,Port Hardy,CA,50.6996,-127.4199,51.98,93,100,4.61,light rain
542,Sisimiut,GL,66.9395,-53.6735,39.0,72,100,10.56,overcast clouds
543,Atar,MR,20.5169,-13.0499,109.78,9,0,14.67,clear sky
544,Berezanka,UA,46.8526,31.388,70.95,47,74,8.43,broken clouds
545,Nyurba,RU,63.2842,118.3319,51.64,75,0,4.72,clear sky
546,Taltal,CL,-25.4,-70.4833,60.04,64,14,4.76,few clouds
547,Berlevag,NO,70.8578,29.0864,42.8,87,75,12.66,broken clouds
548,Hit,IQ,33.6416,42.8251,99.05,13,0,13.87,clear sky
549,Pangoa,PE,-12.1167,-73.0,80.74,45,0,2.73,clear sky
550,Ntchisi,MW,-13.5278,33.9149,67.98,71,70,3.22,broken clouds
551,Ingham,US,42.6,-84.3833,84.9,72,75,10.36,broken clouds
552,Puerto Baquerizo Moreno,EC,-0.9,-89.6,70.79,94,100,6.91,light rain
553,Visnes,NO,59.3556,5.2242,61.18,72,0,11.5,clear sky
554,Mumbwa,ZM,-14.9783,27.0619,67.32,35,0,3.27,clear sky
555,Bunol,ES,39.4167,-0.7833,90.12,26,46,9.08,scattered clouds
556,Lata,PT,40.1629,-8.3327,73.0,63,100,3.69,overcast clouds
557,Warrington,GB,53.3925,-2.5802,80.46,47,0,4.61,clear sky
558,Olden,NO,61.8364,6.8064,60.12,89,100,3.78,light rain
559,Nelson Bay,AU,-32.7167,152.15,54.09,80,6,12.93,clear sky
560,Maracaibo,VE,10.6317,-71.6406,88.99,59,80,6.22,broken clouds
561,Deputatskiy,RU,69.3,139.9,42.89,74,95,6.15,overcast clouds
562,Jacareacanga,BR,-6.2222,-57.7528,89.01,48,18,5.46,few clouds
563,San Juan,AR,-31.5375,-68.5364,54.86,34,0,2.71,clear sky
564,Sladkovo,RU,55.5284,70.3385,59.95,79,19,9.1,few clouds
565,Mazara Del Vallo,IT,37.6641,12.588,91.94,68,38,12.15,scattered clouds
566,Aksarka,RU,66.5606,67.7975,56.95,47,11,13.47,few clouds
567,Vicuna,CL,-30.0319,-70.7081,56.77,62,30,3.67,scattered clouds
568,La Union,PE,-5.4,-80.75,74.28,51,11,13.18,few clouds
569,Taoudenni,ML,22.6783,-3.9836,112.1,9,2,5.19,clear sky
570,Aklavik,CA,68.2191,-135.0107,56.12,45,11,3.29,few clouds
571,Nanakuli,US,21.3906,-158.1547,75.45,73,0,3.44,clear sky
572,Vanimo,PG,-2.6741,141.3028,78.15,87,59,5.86,broken clouds
573,Marystown,CA,47.1666,-55.1483,60.37,64,11,11.97,few clouds
574,Dryden,CA,49.7833,-92.7503,55.69,94,100,17.27,mist
575,Rabat,MA,33.9911,-6.8401,76.05,75,40,10.36,scattered clouds
576,Dicabisagan,PH,17.0818,122.4157,80.87,84,100,6.08,overcast clouds
577,Sofiyivka,UA,48.0493,33.8746,69.46,48,81,5.14,broken clouds
578,Kudahuvadhoo,MV,2.6708,72.8944,83.91,73,68,14.03,broken clouds
579,Mackay,AU,-21.15,149.2,57.69,87,2,5.93,clear sky
580,Nkowakowa,ZA,-23.8878,30.2871,56.57,40,0,1.86,clear sky
581,Altar,MX,30.7,-111.8167,94.33,15,5,0.45,clear sky
582,Honningsvag,NO,70.9821,25.9704,40.75,81,100,11.5,overcast clouds
583,Salalah,OM,17.0151,54.0924,86.09,84,40,11.5,scattered clouds
584,Zigos,GR,41.0167,24.3833,77.99,66,40,2.33,scattered clouds
585,Verkh-Usugli,RU,52.7,115.1667,54.52,68,20,1.48,few clouds
586,Linhares,BR,-19.3911,-40.0722,76.3,56,80,5.68,broken clouds
587,Bereda,ES,43.2686,-7.5406,87.42,54,100,5.88,overcast clouds
588,Severiano Melo,BR,-5.7772,-37.9578,80.91,66,93,8.32,overcast clouds
589,Babaeski,TR,41.4325,27.0931,73.31,44,2,13.29,clear sky
590,Salinas,US,36.6777,-121.6555,66.99,71,40,8.05,haze
591,Stokmarknes,NO,68.5646,14.9108,53.56,66,40,12.66,scattered clouds
592,Kenora,CA,49.8167,-94.4337,56.37,94,100,13.8,mist
593,La Rioja,ES,42.25,-2.5,91.18,27,96,6.93,overcast clouds
594,Callaway,US,30.153,-85.5699,91.96,63,0,4.61,clear sky
595,Terenos,BR,-20.4422,-54.8603,87.51,42,0,16.11,clear sky
596,Nantucket,US,41.2835,-70.0995,70.0,68,0,8.05,clear sky
597,Fukue,JP,32.6881,128.8419,72.21,85,88,5.06,overcast clouds
598,Calama,CL,-22.4667,-68.9333,57.69,15,0,11.5,clear sky
599,Voh,NC,-20.9667,164.7,73.09,91,93,4.85,overcast clouds
600,Nishihara,JP,26.1842,127.7558,74.86,100,40,3.44,moderate rain
601,Silago,PH,10.5291,125.1618,80.56,83,35,3.18,scattered clouds
602,Umm Kaddadah,SD,13.6017,26.6876,98.76,16,35,10.65,scattered clouds
603,Moose Factory,CA,51.2585,-80.6094,76.98,65,75,18.41,broken clouds
604,Samarai,PG,-10.6167,150.6667,81.43,81,64,10.83,broken clouds
605,Vysokogornyy,RU,50.1167,139.15,52.59,94,97,1.25,overcast clouds
606,Ulladulla,AU,-35.35,150.4667,51.48,79,39,7.36,scattered clouds
607,Hohhot,CN,40.8106,111.6522,75.49,27,0,8.95,clear sky
608,Hammerfest,NO,70.6634,23.6821,43.25,75,75,9.22,broken clouds
609,Geraldton,AU,-28.7667,114.6,61.21,88,100,11.5,overcast clouds
610,Miajadas,ES,39.1513,-5.9084,103.01,16,87,17.83,overcast clouds
611,Turukhansk,RU,65.8167,87.9833,65.39,70,89,4.0,overcast clouds
612,Grand Forks,US,47.9417,-97.4337,66.78,55,20,24.16,few clouds
613,Morant Bay,JM,17.8815,-76.4093,87.42,85,100,10.87,overcast clouds
614,Jilib,SO,0.4883,42.7854,77.83,75,91,8.19,overcast clouds
615,Labuhan,ID,-6.8844,112.2051,79.68,86,51,7.36,broken clouds
616,Skjervoy,NO,70.0311,20.9714,51.8,73,8,5.84,clear sky
617,Samana,DO,19.2056,-69.3369,86.22,70,40,0.0,scattered clouds
618,Wajid,SO,3.8093,43.2471,83.79,44,46,8.97,scattered clouds
619,Armacao De Pera,PT,37.1026,-8.357,75.09,58,92,11.83,overcast clouds
620,Aku,NG,6.7081,7.3167,79.81,75,96,6.22,light rain
621,Talcahuano,CL,-36.7167,-73.1167,44.28,100,100,5.75,mist
622,Pleasanton,US,37.6624,-121.8747,69.08,67,0,5.75,clear sky
623,Semnan,IR,35.5729,53.3971,81.93,34,0,10.47,clear sky
624,Hay River,CA,60.8156,-115.7999,48.18,87,75,9.22,broken clouds
625,Santa Catarina,BR,-27.0,-50.0,70.39,54,2,1.28,clear sky
626,Dillon,US,34.4166,-79.3712,87.78,49,31,4.9,scattered clouds
627,Shintomi,JP,32.0785,131.4723,70.18,77,100,4.56,overcast clouds
628,Ariquemes,BR,-9.9133,-63.0408,83.5,71,17,3.98,few clouds
629,Chiang Kham,TH,19.5233,100.3,74.53,94,100,2.13,overcast clouds
630,Tambun,ID,-6.2641,107.0712,83.48,85,97,3.96,overcast clouds
631,Sfantu Gheorghe,RO,45.8667,25.7833,76.57,47,12,6.2,few clouds
632,Salekhard,RU,66.53,66.6019,61.65,46,17,13.62,few clouds
633,Ashland,US,40.8167,-82.2665,88.16,70,55,15.35,broken clouds
634,Barcelona,ES,41.3888,2.159,101.19,42,0,9.22,clear sky
635,Kintampo,GH,8.0563,-1.7306,80.67,71,89,4.05,light rain
636,Orlik,RU,52.5178,99.825,59.29,80,98,2.26,light rain
637,La Ronge,CA,55.1001,-105.2842,55.65,88,100,12.66,overcast clouds
638,Awjilah,LY,29.1081,21.2869,95.09,18,15,9.53,few clouds
639,Poum,NC,-20.2333,164.0167,78.19,86,84,22.55,broken clouds
640,Saint George,US,37.1041,-113.5841,81.43,16,0,1.99,clear sky
641,Shaoyang,CN,27.2315,111.4525,69.44,89,100,3.13,overcast clouds
642,Sergeyevka,KZ,53.88,67.4158,65.79,64,32,4.79,scattered clouds
643,Karratha,AU,-20.7377,116.8463,74.95,65,100,4.18,light rain
644,Caruray,PH,10.3094,119.0128,80.49,80,54,3.87,broken clouds
645,Sokoni,TZ,-6.4333,39.55,80.46,76,5,12.62,clear sky
646,Meadow Lake,US,34.8014,-106.5436,91.42,22,0,8.21,clear sky
647,Kuala Terengganu,MY,5.3302,103.1408,80.55,83,20,5.01,few clouds
648,Superior,US,46.7208,-92.1041,71.71,61,40,24.16,scattered clouds
649,Sidi Ali,DZ,36.0998,0.4206,88.11,38,21,11.03,few clouds
650,Itarema,BR,-2.9248,-39.9167,85.37,58,19,11.99,few clouds
651,Alsonemedi,HU,47.3152,19.1584,85.42,32,0,5.75,clear sky
652,Tautira,PF,-17.7333,-149.15,78.19,79,25,20.49,light rain
653,Mana,GF,5.6592,-53.7767,82.44,71,53,4.38,broken clouds
654,Oranjestad,AW,12.524,-70.027,84.15,79,20,19.57,few clouds
655,Faya,SA,18.3851,42.4509,82.51,31,72,4.43,broken clouds
656,Yinchuan,CN,38.4681,106.2731,85.01,11,75,12.73,broken clouds
657,Acarau,BR,-2.8856,-40.12,84.94,60,31,9.53,scattered clouds
658,Ullapool,GB,57.8987,-5.1604,65.35,84,100,5.7,overcast clouds
659,Great Falls,US,47.5002,-111.3008,62.69,61,0,6.91,clear sky
660,Mkuranga,TZ,-7.118,39.2078,81.59,89,10,6.2,clear sky
661,Altamira,BR,-3.2033,-52.2064,87.69,46,5,3.27,clear sky
662,Yahotyn,UA,50.2798,31.7625,65.61,61,100,6.29,overcast clouds
663,Zhizdra,RU,53.746,34.7395,62.92,67,58,9.15,broken clouds
664,Eureka,US,40.8021,-124.1637,58.75,79,100,1.99,overcast clouds
665,Quatre Cocos,MU,-20.2078,57.7625,74.08,68,48,14.03,scattered clouds
666,Wasilla,US,61.5814,-149.4394,55.06,79,100,4.61,smoke
667,Buchanan,LR,5.8808,-10.0467,78.26,84,89,11.39,moderate rain
668,Mabaruma,GY,8.2,-59.7833,86.0,74,75,9.22,broken clouds
669,Brasileia,BR,-11.0161,-68.7481,84.65,65,40,9.22,scattered clouds
670,Lagoa,PT,39.05,-27.9833,66.36,90,9,10.54,clear sky
671,Arman,RU,59.7,150.1667,44.02,97,100,2.57,light rain
672,Gravdal,NO,68.1214,13.5031,51.69,71,20,10.36,few clouds
673,Lasa,IT,46.6166,10.7002,77.36,42,64,7.99,broken clouds
674,Beni Suef,EG,29.0731,31.0979,96.67,20,0,16.06,clear sky
675,Peace River,CA,56.2501,-117.286,64.71,70,75,8.05,broken clouds
676,Batyrevo,RU,55.0675,47.6111,58.64,90,96,6.38,overcast clouds
